AnnualRainfall,MonsoonRainfall,CloudVisibility,Humidity,Temperature,RiverWaterLevel,SoilSaturation,WindSpeed,Elevation,DrainageQuality,FloodOccurred
2262.3,1351.8,10.47,47.5,19.6,3.92,42.3,13.4,234.6,3,0
1829.8,1382.1,5.38,65.2,26.7,8.63,58.4,18.1,0.0,1,1
1476.5,1013.1,0.25,90.0,30.9,3.12,59.9,12.8,210.7,2,1
2149.1,1223.8,3.95,84.6,31.7,4.53,44.5,21.5,0.0,4,1
1996.7,1575.2,4.93,75.5,31.3,2.57,63.8,30.8,155.8,4,1
2247.6,1374.9,5.35,47.4,29.5,2.3,29.9,32.5,170.5,2,0
2117.6,1619.8,5.53,69.3,27.0,8.09,41.7,15.8,181.0,2,1
2324.8,1376.7,8.8,61.2,30.7,5.34,70.2,17.7,203.5,3,1
1532.4,1170.0,9.19,75.0,23.2,5.27,19.9,27.6,149.2,1,0
2458.7,1360.4,5.57,57.9,23.8,1.61,73.1,13.8,0.0,2,1
1898.8,1287.3,8.75,54.6,28.3,5.72,14.8,20.4,203.5,1,0
2837.6,2106.5,6.89,39.0,28.9,7.31,20.4,5.9,159.8,4,1
1455.4,1140.6,6.16,88.3,18.9,7.3,45.0,12.5,59.7,1,1
2668.0,2073.8,8.27,64.0,30.3,6.34,60.7,24.2,0.0,5,1
1899.0,1433.5,6.18,72.4,31.9,2.74,81.5,9.3,304.0,3,0
1474.3,1138.2,11.14,70.0,27.6,5.63,56.2,14.0,273.1,3,0
1558.1,934.5,2.4,54.0,39.9,6.34,50.1,2.4,220.6,1,1
1639.8,1018.4,4.71,51.1,24.6,1.41,66.6,31.0,82.4,3,0
2012.1,1252.0,5.68,54.9,26.2,2.76,37.6,25.1,0.0,1,1
2061.4,1328.1,7.1,59.2,26.0,6.78,57.8,16.5,226.5,1,1
1513.1,981.0,9.17,75.5,27.6,6.75,31.0,19.1,186.7,4,0
1787.8,1226.7,5.94,58.1,26.4,1.9,56.7,18.2,112.5,1,0
2871.1,1693.9,2.44,96.2,21.0,6.59,52.4,26.1,262.5,3,1
2663.8,1925.4,8.11,85.4,25.3,5.19,38.9,10.8,234.8,5,1
2018.2,1194.5,7.89,82.1,27.5,6.56,58.3,20.9,167.6,2,0
1819.0,1141.6,1.15,68.2,34.1,3.73,58.2,23.6,153.5,3,1
1860.0,1257.1,5.99,92.7,39.0,6.29,78.5,24.7,155.1,5,1
2106.8,1578.2,2.02,66.7,34.7,6.69,22.9,0.0,218.0,3,1
1288.6,947.0,4.34,69.5,24.1,4.3,53.5,10.2,64.3,5,0
1671.3,1188.9,3.74,72.5,24.5,5.04,39.8,6.8,192.6,3,0
965.7,568.7,8.02,80.5,27.2,3.7,72.4,16.2,57.9,2,0
1999.6,1373.3,6.29,79.6,36.9,8.3,70.1,0.0,283.7,4,1
2123.6,1214.4,2.79,62.9,27.2,4.76,65.2,0.0,203.2,4,1
1558.4,1004.1,8.2,62.0,21.4,3.16,40.9,32.4,81.2,2,0
2587.0,1690.3,2.42,79.6,25.5,3.57,72.7,19.9,158.1,3,1
1187.1,664.7,6.83,80.7,31.8,5.25,24.4,16.0,64.6,5,0
1067.8,660.4,3.96,64.1,31.4,6.51,20.3,17.9,300.4,1,0
1912.2,1508.6,5.09,46.2,27.0,2.33,29.5,16.2,312.3,3,1
2323.5,1831.9,7.26,66.9,31.4,8.7,54.3,23.0,219.6,2,1
2642.0,1685.8,7.3,79.4,16.6,5.62,68.5,9.9,305.7,4,1
1570.6,880.7,9.34,97.1,28.5,5.93,5.0,16.5,165.2,4,0
2339.3,1391.4,5.79,52.0,32.3,4.81,81.5,16.8,226.4,3,1
1780.7,1154.0,6.77,63.6,23.8,5.04,57.6,6.6,272.5,5,0
1713.7,1348.6,4.91,64.2,23.8,4.7,23.6,25.2,149.4,2,1
2241.8,1312.1,6.45,90.3,18.7,7.04,57.0,11.4,157.1,2,1
2126.2,1575.2,7.1,69.5,35.9,4.98,76.9,23.1,243.4,5,1
1011.8,584.0,5.75,56.4,24.4,6.53,67.0,15.9,214.6,5,0
2538.3,2018.7,1.49,78.4,29.2,4.13,77.0,28.1,74.5,3,1
2490.0,1607.1,6.83,63.9,31.0,5.39,27.7,6.7,0.0,3,1
1487.2,1106.2,6.91,51.6,35.6,3.39,46.7,6.3,132.4,4,0
1997.9,1270.0,4.3,56.6,27.2,7.43,36.5,7.8,0.0,4,1
2047.0,1447.1,2.79,96.0,25.3,3.33,89.4,16.1,50.9,5,1
1930.3,1154.3,9.69,75.8,28.9,4.35,67.8,27.3,62.6,1,0
1524.8,894.3,7.23,71.6,34.4,4.37,100.0,27.7,93.1,1,1
1464.2,1148.7,5.43,66.3,27.1,4.29,45.6,0.0,232.0,1,1
1787.2,1393.0,3.16,74.4,23.2,6.44,40.5,17.0,253.8,2,1
2386.4,1842.0,3.95,74.2,20.3,4.37,52.1,0.0,200.9,3,1
2071.8,1463.4,9.26,74.4,21.9,7.79,82.6,21.4,213.3,5,0
1614.7,1214.4,6.34,71.7,32.3,3.36,47.7,23.9,215.6,4,0
2185.8,1239.9,4.62,83.0,26.4,5.34,57.5,14.7,0.0,1,1
375.7,238.1,7.27,70.3,25.0,3.45,56.9,15.7,151.0,4,0
2374.4,1492.1,3.96,55.3,24.4,5.84,55.8,15.6,0.0,3,1
930.1,659.4,9.75,60.8,28.4,4.97,42.0,8.7,200.9,5,0
1618.8,1034.4,9.38,40.3,26.8,4.69,52.3,18.5,0.0,1,0
1240.2,728.1,4.83,100.0,26.6,7.38,51.4,13.1,132.0,1,0
1152.7,805.8,4.43,82.9,34.7,3.69,54.8,22.4,204.8,5,0
2380.4,1793.9,0.2,57.5,35.7,6.17,73.9,14.1,38.2,4,1
1566.1,1011.0,2.3,65.8,19.9,3.46,90.2,8.1,246.2,3,0
1973.3,1150.5,2.65,60.4,29.6,5.23,38.2,2.7,200.7,3,1
1776.5,1064.5,6.34,93.1,24.1,2.61,47.2,0.1,188.1,3,1
2038.5,1242.2,5.18,48.7,26.8,3.67,38.5,25.5,219.8,4,0
1838.4,1149.0,2.64,71.7,29.5,4.84,58.7,11.3,114.1,4,1
1158.5,823.3,5.3,68.4,26.9,8.63,44.2,17.7,165.2,1,1
2298.1,1609.2,7.26,82.4,29.2,5.2,59.8,29.3,151.0,4,1
1553.1,1124.5,7.32,68.4,31.4,8.31,77.1,10.5,148.7,2,0
1021.7,654.5,1.25,43.6,29.5,5.44,5.0,10.0,82.8,5,0
1585.9,1199.0,5.68,66.2,24.8,4.23,64.8,13.9,25.7,4,0
2550.4,1532.8,2.54,55.4,24.9,8.08,45.8,15.2,116.3,3,1
2225.1,1484.7,8.25,71.2,20.8,5.87,64.2,30.1,110.8,4,1
1625.7,1219.6,7.96,91.5,23.7,3.71,37.1,27.5,76.3,1,1
1625.4,967.2,3.75,43.9,37.8,5.94,78.9,20.0,235.2,5,0
1639.2,946.6,4.08,58.0,24.0,4.41,73.3,26.6,32.8,5,0
2838.4,2188.2,4.85,61.7,22.0,1.02,66.4,13.6,132.8,3,1
1991.0,1265.7,0.37,64.3,29.6,6.87,70.9,17.4,266.6,5,0
2015.0,1452.8,6.84,81.1,27.4,7.19,40.1,12.6,240.9,2,1
2315.1,1288.0,5.32,67.4,27.0,8.68,42.6,4.7,271.6,5,1
1919.4,1386.8,8.43,76.2,35.0,5.84,70.0,24.6,90.9,3,0
1670.5,1050.8,3.25,60.6,30.7,4.5,39.6,19.3,228.4,5,0
1701.8,959.7,4.45,73.4,25.4,6.67,83.9,15.1,43.7,4,0
1764.2,1239.3,2.23,81.7,25.9,6.7,48.5,15.0,122.4,1,1
1781.4,1087.0,3.49,59.0,25.5,8.28,65.0,3.0,131.8,4,1
2163.8,1399.3,3.05,81.7,32.4,4.91,97.0,7.2,92.4,2,1
1826.0,1041.1,8.49,70.8,26.5,4.67,40.9,17.7,113.8,2,0
2166.3,1271.2,4.25,85.7,19.0,3.57,56.4,10.8,100.7,1,1
1759.6,1098.9,6.31,67.0,27.8,6.07,76.1,13.3,51.8,1,1
1839.3,1052.9,5.05,75.7,20.3,1.9,74.0,14.2,235.6,1,0
800.9,622.9,2.83,69.4,38.9,6.55,48.4,9.5,131.8,1,0
2258.2,1245.4,5.58,68.6,23.2,6.18,44.7,7.3,170.1,5,1
1973.2,1324.0,7.5,73.9,27.2,6.17,50.3,2.1,166.4,4,0
2299.0,1335.3,2.98,78.1,29.3,5.28,84.0,13.8,155.5,2,1
351.9,220.6,8.02,51.3,26.6,8.07,49.4,19.9,159.3,5,0
2844.2,2222.8,3.88,91.5,26.5,6.74,56.6,1.9,119.5,1,1
1730.2,1021.6,4.79,42.1,30.1,3.79,46.5,14.8,291.8,3,0
2354.1,1863.2,7.33,59.7,35.6,3.82,69.1,17.2,226.1,3,1
1280.0,769.9,4.34,68.6,31.8,3.24,58.1,7.1,151.8,4,0
2106.4,1549.0,6.09,76.2,35.4,6.1,34.9,26.4,105.3,2,1
1273.3,874.3,5.21,93.6,22.8,3.0,35.6,11.9,138.1,2,0
1488.1,1147.5,6.32,42.1,29.6,7.17,15.0,14.2,191.8,4,0
2757.0,1898.2,0.2,62.4,28.8,7.65,38.4,13.7,300.0,1,1
1704.7,1165.4,1.43,38.1,29.8,3.24,70.9,0.8,12.7,1,1
1908.7,1143.1,7.54,70.5,34.9,4.63,81.5,23.1,216.0,2,0
2235.0,1322.2,8.59,74.1,26.9,5.03,68.7,7.4,262.7,2,1
2047.8,1595.5,3.72,93.9,26.0,6.77,66.1,13.1,1.3,2,1
1875.2,1185.1,5.39,71.8,30.7,8.22,52.5,19.8,131.9,1,1
1982.5,1274.8,6.74,85.7,19.1,1.63,70.5,26.7,43.5,3,1
3001.7,2221.1,7.73,78.8,26.8,4.36,60.7,6.4,193.1,4,1
1771.2,1124.2,0.93,63.5,27.3,4.47,91.1,11.4,114.2,4,1
1900.5,1497.7,3.78,48.9,23.4,2.2,53.0,26.1,137.0,5,0
2325.3,1707.9,5.17,74.1,33.3,4.03,81.9,18.7,108.9,5,1
2352.8,1645.4,7.76,47.6,22.7,5.86,72.5,20.4,222.0,3,0
2393.5,1843.5,12.25,89.4,27.3,4.44,69.7,6.6,172.9,2,1
2119.4,1191.9,5.43,67.6,29.5,1.91,14.8,12.0,173.1,3,0
1228.5,754.6,2.48,87.9,34.8,10.75,73.6,13.7,166.1,5,1
2616.7,1743.4,7.01,62.8,27.9,5.53,52.4,8.1,207.2,5,1
1226.8,744.4,9.3,74.0,32.7,5.22,46.1,1.6,123.8,4,0
1951.3,1436.1,6.27,73.1,31.5,2.8,25.3,10.9,320.1,3,0
1422.9,1109.6,3.73,69.3,28.6,5.52,54.9,25.8,26.5,1,1
1767.9,1159.7,8.39,63.5,22.6,4.67,55.7,15.5,0.0,5,0
1964.4,1248.4,7.66,75.9,20.8,1.22,28.9,26.0,0.0,4,0
1960.7,1549.7,3.43,56.1,28.5,2.86,25.5,16.4,0.0,2,1
2011.0,1329.7,6.95,51.9,25.3,6.59,64.7,8.9,217.3,3,0
2606.9,1752.5,8.49,88.6,32.6,8.89,72.4,25.2,205.1,5,1
2026.8,1292.9,8.95,80.9,31.7,5.73,58.8,16.7,270.8,1,0
1677.9,1304.4,5.83,71.0,27.1,7.21,78.0,22.7,44.3,5,1
2282.0,1579.7,5.1,95.0,22.2,4.69,53.3,6.5,224.5,1,1
2394.7,1773.4,9.07,66.0,30.6,4.83,53.9,23.3,155.7,3,1
1186.2,893.1,2.97,89.8,22.9,7.18,36.7,23.6,166.7,1,0
2098.7,1333.6,7.1,72.6,24.2,8.33,23.8,17.3,212.6,1,0
2150.6,1416.0,2.57,54.6,23.1,7.6,92.1,8.5,74.4,4,1
1651.2,1258.4,8.66,97.7,27.3,2.87,77.6,14.6,408.7,3,0
2487.9,1594.3,5.35,84.9,33.9,4.87,27.1,19.9,283.2,5,0
1725.0,1291.1,9.17,68.2,28.0,5.56,58.1,16.9,96.8,2,0
1862.8,1462.8,7.23,80.9,25.8,4.48,53.0,19.8,40.9,3,0
1713.5,1209.4,2.94,63.9,20.4,5.78,49.5,23.1,141.2,3,0
1807.8,1329.5,9.56,82.4,30.8,6.64,46.8,9.8,168.2,2,0
1251.9,940.5,9.88,34.1,24.1,7.01,62.6,5.8,256.6,5,0
1080.0,822.1,8.21,54.7,28.6,8.37,71.4,14.7,33.1,4,0
2597.3,1685.0,4.1,84.7,26.2,4.34,63.0,12.4,178.5,5,1
1376.5,774.7,5.23,66.3,32.2,2.27,52.6,21.3,0.0,2,0
1304.3,848.4,6.36,73.1,27.2,5.72,51.9,6.4,193.6,5,0
723.3,519.7,4.24,49.8,27.7,8.77,73.7,23.2,139.2,3,0
1480.5,981.0,10.23,97.7,30.4,4.05,64.3,25.8,343.7,4,0
1138.5,839.3,6.36,87.9,38.5,6.37,56.5,15.0,0.0,1,1
2621.0,1675.5,0.2,67.0,32.4,6.39,54.3,15.5,287.1,5,1
2304.9,1633.5,6.85,63.9,27.6,5.38,61.9,8.9,0.0,1,1
1455.9,868.6,5.13,85.4,28.0,5.01,45.6,10.7,17.3,4,0
2926.2,2157.6,5.81,99.7,25.4,3.15,71.4,11.7,0.0,1,1
2290.9,1572.5,5.08,84.3,23.3,0.5,,26.5,175.0,5,0
1637.6,984.2,8.02,100.0,25.2,2.78,46.8,14.4,32.6,2,1
550.3,342.8,8.8,56.2,24.1,4.22,67.2,4.4,15.2,3,0
2945.5,2171.3,6.71,57.7,31.3,7.19,32.3,17.0,170.3,3,1
1105.2,741.2,5.15,52.2,22.6,4.79,23.5,21.6,195.2,1,0
977.3,590.3,5.9,76.6,34.7,3.96,56.3,14.8,154.0,3,0
2311.3,1830.1,6.05,72.6,31.8,3.22,21.1,26.8,133.8,3,0
3019.9,2200.8,3.99,67.7,28.1,6.31,29.0,21.2,332.9,2,1
2492.1,1967.0,7.45,82.1,28.0,7.72,70.1,6.6,164.6,1,1
2082.0,1367.4,7.15,88.5,25.2,7.13,50.9,10.6,230.6,2,1
2097.4,1402.7,9.85,47.1,29.4,6.21,80.7,16.8,164.3,2,0
2226.7,1724.6,9.14,61.0,33.4,2.05,30.9,1.7,40.2,4,0
2179.5,1484.8,4.29,82.3,24.5,4.3,53.1,17.7,205.0,1,1
1940.6,1410.5,8.05,63.0,20.3,8.89,63.0,0.9,84.4,2,1
1852.1,1135.4,3.62,58.0,31.5,7.24,31.6,23.2,140.9,5,0
1768.7,1170.3,7.74,85.3,29.6,1.92,75.6,22.3,180.5,3,1
1423.0,826.6,4.71,50.7,22.4,4.89,65.2,19.0,0.0,1,1
1659.7,998.3,3.44,65.5,24.3,5.73,22.8,9.6,0.0,4,0
953.5,524.7,6.7,74.9,23.7,3.48,54.2,16.4,240.9,2,0
1750.8,980.1,0.2,61.4,24.4,0.5,62.7,10.9,83.6,5,0
1305.7,1037.1,1.62,81.7,26.4,5.2,43.2,6.8,88.4,3,0
1248.2,762.1,5.56,61.5,26.7,3.42,25.4,12.3,166.6,3,0
1889.9,1352.9,6.21,91.1,24.7,3.43,60.6,20.6,111.4,5,1
2496.0,1896.4,5.08,68.1,24.2,4.29,99.2,,191.8,1,1
2259.2,1553.5,2.05,80.1,26.9,4.73,47.3,26.6,144.9,3,1
1014.7,597.0,3.96,81.2,28.8,4.98,86.4,21.1,169.9,3,0
1305.2,955.4,6.98,60.6,26.4,3.23,40.0,20.3,79.8,3,0
2270.4,1589.4,7.45,39.2,33.8,4.56,59.3,2.1,169.4,2,0
1308.8,959.1,5.96,75.4,30.5,1.49,,12.7,260.5,2,0
1687.7,1253.0,8.89,71.1,20.0,5.62,54.8,6.5,93.2,3,0
2075.0,1647.3,6.99,78.3,30.6,0.5,49.0,13.5,241.5,4,0
1315.8,912.4,4.13,66.6,31.0,4.42,69.5,9.5,144.8,3,1
1852.7,1177.2,5.3,63.5,25.8,6.84,92.8,12.0,223.4,1,1
1133.0,806.8,2.49,100.0,20.5,2.88,61.0,23.5,162.9,4,0
1499.3,850.3,5.73,47.9,28.0,6.43,44.7,18.8,146.7,1,0
1959.9,1517.6,8.78,81.0,28.0,7.31,51.2,23.1,185.0,5,1
1003.5,581.9,7.71,61.4,22.4,0.5,100.0,2.2,271.4,5,0
2020.2,1276.7,9.51,65.0,20.7,4.7,57.7,15.5,173.6,2,1
1790.2,1349.7,5.24,65.2,27.6,0.5,43.1,22.7,197.9,2,0
2076.2,1452.0,9.37,57.9,26.8,4.76,32.1,27.1,113.2,2,1
1912.0,1239.7,5.52,78.6,25.9,4.99,18.5,2.6,307.1,5,0
2482.1,1658.9,9.68,90.9,27.6,0.5,62.3,12.2,214.0,1,1
1862.6,1422.4,5.95,77.1,22.5,8.85,68.1,23.3,157.8,4,0
1585.3,1006.7,7.77,71.6,25.8,5.57,47.1,13.5,137.7,2,0
1861.1,1428.3,9.69,55.2,30.7,3.3,54.7,7.7,247.8,5,0
2071.6,1185.1,5.52,77.8,26.3,7.93,31.6,2.6,89.4,2,0
1824.4,1357.7,6.55,100.0,19.6,1.41,57.7,7.4,0.0,3,1
1820.3,1386.9,9.22,64.3,25.6,2.54,64.6,1.5,157.2,4,0
1449.0,862.8,5.67,64.4,22.6,0.5,44.3,15.5,269.0,1,0
1468.5,965.7,2.7,61.6,29.3,8.6,88.8,22.2,309.1,2,1
1098.7,649.7,11.36,62.7,29.6,5.66,38.3,4.9,139.3,3,0
2674.8,1943.6,4.83,28.8,19.7,6.32,60.7,17.1,154.4,3,0
1178.1,805.6,6.4,76.1,31.8,5.6,72.0,21.8,202.0,4,0
1453.5,1030.3,8.89,57.3,22.4,6.15,53.5,15.0,123.6,5,0
1440.8,863.2,4.48,45.8,35.8,5.16,51.2,2.1,201.6,5,0
2247.5,1355.1,3.48,81.3,27.8,5.54,26.4,18.1,141.5,2,1
1652.5,926.0,6.63,53.8,21.8,5.22,82.1,14.6,251.1,2,0
2423.9,1528.3,1.52,64.9,22.3,3.78,51.6,13.7,222.3,5,1
1463.3,1009.6,5.28,92.0,29.7,4.91,65.7,10.6,231.0,1,0
1939.5,1482.7,6.61,48.9,26.0,5.55,68.5,15.7,129.5,1,0
1382.3,990.8,5.33,47.0,27.5,5.22,42.4,19.1,342.6,3,0
2872.6,1892.6,2.14,74.0,36.1,2.04,51.0,34.1,198.4,4,1
1206.2,950.8,9.99,87.2,24.5,2.31,81.7,15.9,174.7,1,0
1954.9,1426.7,6.26,46.4,28.3,7.17,32.7,27.1,73.9,2,0
2116.9,1656.6,9.58,76.1,35.1,4.39,97.6,17.9,140.3,1,1
2006.9,1368.5,5.35,78.7,29.4,6.17,40.1,14.2,161.4,4,1
1707.4,1049.6,3.8,39.1,20.0,2.82,31.4,16.2,71.2,2,0
1735.1,977.2,6.67,82.0,30.5,2.05,57.6,5.2,120.8,4,0
1821.9,1332.8,5.46,83.1,22.2,3.31,99.2,17.4,133.4,5,0
1726.5,1001.9,3.06,65.3,35.0,4.55,16.8,0.0,155.6,4,0
2281.9,1427.8,9.67,88.8,23.9,3.67,52.2,8.1,0.0,4,0
2905.3,1984.6,4.44,87.0,42.8,7.59,64.5,15.9,136.5,4,1
1521.3,1051.3,1.4,71.5,35.3,5.36,55.7,24.6,112.3,2,1
1115.1,780.7,9.32,63.2,24.0,8.7,62.6,26.4,147.9,4,0
1755.9,1038.7,4.74,55.4,28.1,5.81,40.6,13.1,253.5,4,0
3089.9,1992.8,4.48,69.4,31.8,0.5,43.0,16.2,355.2,3,1
1398.2,984.7,1.59,78.5,31.9,7.11,52.0,22.9,217.8,2,1
2619.6,2075.9,10.35,65.1,30.2,1.98,32.4,4.4,26.6,4,1
2638.9,1931.4,2.78,,34.3,5.46,54.1,18.2,115.5,1,1
1523.2,1189.1,6.15,89.0,27.4,3.45,47.2,8.4,209.6,4,0
2084.5,1543.7,8.28,72.9,26.2,9.29,45.6,13.6,198.3,1,1
2614.2,1824.5,7.05,64.3,26.3,7.88,61.4,11.3,248.7,5,1
1610.4,963.1,5.85,82.9,32.3,3.52,18.6,18.5,140.3,5,0
1698.2,1217.1,1.75,92.9,29.8,4.75,50.4,19.4,113.6,2,1
1509.2,1065.2,3.98,28.0,29.5,5.49,100.0,22.1,325.2,2,0
1292.6,905.6,6.47,76.5,32.0,6.73,33.3,17.8,155.9,5,0
1475.4,992.1,4.03,48.6,17.7,5.06,80.7,16.4,48.3,2,1
1188.0,810.4,6.51,77.5,29.6,2.95,56.1,29.8,297.5,1,0
1817.0,1151.3,7.7,71.9,29.1,3.56,42.9,2.8,0.4,1,0
1415.0,962.0,8.41,79.5,36.3,4.99,28.6,28.6,0.0,3,0
1916.9,1149.0,2.93,62.5,20.4,7.47,57.8,12.7,226.9,2,1
1022.1,767.9,11.49,41.9,35.8,5.86,84.1,19.6,241.1,2,0
1965.4,1172.3,7.92,63.2,28.4,3.45,47.2,12.4,191.4,3,0
2216.8,1266.3,6.0,76.1,30.4,6.3,53.4,9.4,19.8,4,1
803.1,529.3,8.72,85.2,36.4,4.23,75.2,18.9,144.1,1,0
1987.0,1419.9,11.91,52.4,30.8,6.78,61.8,23.3,122.2,4,0
2413.8,1591.8,2.4,85.4,30.0,10.05,23.6,18.8,96.3,3,1
1195.2,740.0,5.44,60.3,29.2,4.28,57.0,10.7,291.2,2,0
2636.3,1817.8,0.2,75.4,25.6,6.6,85.2,43.9,45.3,4,1
2009.5,1279.6,6.48,62.4,27.9,3.51,54.3,24.6,181.6,2,0
1447.5,1133.7,6.91,72.7,24.4,4.78,5.0,22.5,269.4,3,0
1772.1,1383.4,5.9,83.4,27.8,5.06,62.8,12.2,188.1,5,0
2079.2,1404.7,4.36,51.6,16.3,4.61,51.0,10.0,274.1,2,1
1838.0,1161.6,0.88,59.8,30.1,9.93,18.4,12.8,206.4,4,0
2069.4,1519.5,6.93,72.8,27.4,4.39,21.4,23.7,192.9,4,0
1339.7,749.1,9.64,100.0,26.3,6.17,74.5,7.1,186.7,3,0
1884.7,1260.3,4.52,57.1,29.1,1.14,40.4,6.5,211.3,4,0
1093.1,693.1,7.1,100.0,20.8,5.86,36.9,19.3,111.4,1,0
1744.4,1360.9,2.08,100.0,37.6,7.28,54.3,17.6,19.8,2,1
1348.0,745.5,7.14,68.5,27.5,3.94,42.1,8.8,245.4,1,0
1432.2,985.7,5.02,65.5,27.3,0.5,57.0,6.3,266.2,3,0
2418.0,1777.7,4.09,59.6,23.2,4.92,50.9,26.5,175.2,1,1
2345.7,1574.5,4.1,69.0,28.1,5.03,31.0,17.9,95.2,1,1
2104.6,1202.4,5.02,48.9,34.9,6.45,44.8,4.1,0.0,2,1
1253.8,994.4,6.96,68.9,33.2,9.02,63.9,4.7,158.6,2,0
1641.8,1115.6,2.72,92.5,32.3,4.24,55.8,12.1,15.1,5,0
2406.5,1693.1,5.01,60.8,30.7,3.29,53.4,20.9,1.1,1,1
1870.9,1139.6,5.9,66.4,26.2,2.67,93.7,19.8,147.9,2,1
2959.7,1985.6,3.25,44.5,20.7,5.4,69.6,24.1,73.6,1,1
1996.7,1312.4,10.49,75.6,27.0,5.96,72.0,3.1,184.5,1,1
1896.0,1078.3,3.87,74.0,26.8,3.91,51.7,16.8,134.1,3,1
1645.4,948.7,4.33,71.0,33.2,6.56,59.4,26.4,89.3,3,0
1866.8,1417.6,3.55,66.7,29.5,5.93,46.4,25.7,0.0,1,0
1723.8,1051.4,10.5,65.6,36.1,5.09,70.6,17.9,64.7,3,0
2154.1,1289.7,7.38,77.5,34.0,3.2,52.8,33.8,68.4,2,1
2278.4,1540.7,3.66,69.6,25.7,4.04,59.4,19.9,27.5,1,1
1407.0,1044.3,8.77,74.7,19.0,0.5,58.2,23.3,117.1,3,0
1134.4,641.5,6.5,73.2,34.9,5.47,54.6,15.4,35.3,2,0
881.9,612.2,6.64,86.9,34.8,5.05,100.0,8.8,133.6,1,1
2054.0,1190.9,5.14,80.2,21.2,5.38,41.7,8.0,174.0,1,1
1248.3,698.0,4.13,72.9,35.5,6.01,41.5,16.5,67.4,3,0
723.6,407.5,6.84,92.8,29.9,5.77,68.9,13.3,192.5,2,0
1994.3,1512.8,4.64,76.3,28.8,4.78,43.1,0.9,13.9,1,1
3046.5,1765.4,10.54,89.6,36.1,5.1,49.2,6.8,38.8,1,1
1797.0,1008.6,2.83,79.1,34.7,2.19,33.3,12.5,138.7,5,0
2219.2,1463.5,9.84,42.4,31.3,3.83,64.8,20.8,218.7,1,0
1840.9,1400.9,5.72,89.6,30.4,5.1,65.1,14.9,236.7,5,0
1750.6,1077.6,6.75,72.0,31.1,3.53,48.7,14.4,311.2,5,0
2259.5,1481.0,8.08,69.2,26.0,6.72,69.3,7.1,112.3,2,1
1654.9,926.7,4.42,74.2,27.7,3.68,17.8,15.2,137.2,4,0
1933.7,1280.6,8.16,64.8,23.5,5.43,40.9,25.6,46.7,5,0
1960.8,1361.6,0.2,73.4,26.3,5.23,51.6,16.2,24.6,2,1
1466.0,1015.5,4.2,61.1,26.2,6.49,31.6,2.9,172.9,3,0
2296.0,1453.6,3.69,89.1,24.8,6.8,20.0,5.0,72.4,5,1
1712.5,1077.0,2.87,68.3,28.7,6.39,48.8,19.7,273.2,4,0
1422.1,820.1,5.46,64.3,26.4,0.79,68.9,13.2,3.8,3,0
2068.3,1327.2,6.96,56.1,30.5,7.39,80.6,14.4,198.6,5,1
1350.8,776.5,7.76,74.0,19.9,8.05,44.1,10.1,49.4,5,0
1814.1,1345.4,6.6,72.8,27.4,4.04,69.7,19.0,68.0,4,0
1795.4,1421.2,4.34,75.8,28.7,5.47,67.7,12.6,203.9,1,1
2342.9,1856.8,6.92,54.6,26.4,3.22,79.4,13.5,82.4,4,1
2037.3,1561.2,6.31,46.0,27.1,1.1,48.0,8.2,98.4,2,0
1787.5,1251.6,8.34,79.4,20.1,3.52,,22.4,68.8,2,1
2208.9,1601.9,7.94,92.3,29.8,3.92,56.4,13.2,328.5,4,1
2495.1,1550.2,6.08,54.6,31.2,4.29,34.7,19.9,88.3,4,1
2078.9,1471.2,3.76,93.8,30.5,3.08,40.5,5.5,155.2,4,1
1805.2,1198.5,4.37,74.3,33.2,3.53,49.0,28.9,129.8,4,0
1144.1,767.1,4.63,69.9,29.0,4.98,48.2,25.2,172.1,4,0
1267.4,937.2,5.21,64.0,30.4,3.46,57.8,0.0,88.5,5,0
1647.4,1022.2,6.67,49.2,28.8,6.09,69.1,8.6,129.9,3,0
1495.2,941.3,7.79,84.8,31.4,6.36,47.6,18.8,189.4,2,0
1706.5,1333.1,5.87,58.4,20.1,9.76,62.9,4.4,63.7,2,1
1828.3,1031.3,6.04,58.3,23.5,7.25,55.3,13.9,258.9,3,0
2064.8,1386.4,6.36,84.9,35.9,5.49,73.7,18.4,268.5,4,1
1764.8,1373.3,4.71,41.8,15.7,3.76,51.2,13.5,210.6,3,0
2043.3,1435.6,3.69,47.1,27.3,5.59,53.4,19.3,157.0,4,0
1832.2,1258.0,1.61,69.7,33.9,5.65,47.5,9.5,0.0,2,1
812.3,497.5,4.26,74.4,27.5,3.97,51.8,0.0,192.4,1,0
1330.3,845.9,7.18,77.3,26.0,6.57,39.3,22.9,110.9,2,1
1728.0,1318.5,4.24,65.5,28.6,2.2,37.3,22.8,125.4,2,0
1195.2,824.4,5.41,100.0,26.2,4.51,70.5,35.0,0.0,1,0
2100.0,1425.2,7.17,66.6,28.2,6.11,33.3,0.0,199.4,3,0
2565.4,1474.8,7.3,66.5,24.6,4.42,48.6,21.0,5.1,5,1
2409.4,1334.8,3.3,58.0,33.5,4.59,75.3,0.0,161.8,4,0
1693.3,1339.3,8.49,71.9,35.1,4.72,,29.1,240.5,4,0
2545.4,1639.8,8.82,79.2,27.3,3.33,71.6,18.9,103.1,2,1
1874.3,1313.5,3.18,88.1,21.1,7.35,43.2,7.4,271.6,1,1
